learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),learned instances,detected changes,detected warnings,prediction error (average),true changes,delay detection (average),true changes detected,input values,model training instances,model serialized size (bytes)
10.0,0.0,0.0,10.0,0.0,0.0,0.48226190476190467,0.0,?,0.0,0.2,10.0,-1.0
20.0,0.0,0.0,20.0,0.0,0.0,0.4606916915643695,0.0,?,0.0,0.2,20.0,-1.0
30.0,0.0,0.0,30.0,0.0,0.0,0.41473950651144675,0.0,?,0.0,0.2,30.0,-1.0
40.0,0.0,0.0,40.0,0.0,0.0,0.3965112917860082,0.0,?,0.0,0.2,40.0,-1.0
50.0,0.0,0.0,50.0,0.0,0.0,0.3715133917751174,0.0,?,0.0,0.2,50.0,-1.0
60.0,0.0,0.0,60.0,0.0,0.0,0.3750967998723422,0.0,?,0.0,0.2,60.0,-1.0
70.0,0.015625,-4.042198674546348E-15,70.0,0.0,0.0,0.3772354215709798,0.0,?,0.0,0.2,70.0,-1.0
80.0,0.015625,-4.042198674546348E-15,80.0,0.0,0.0,0.3726428534528339,0.0,?,0.0,0.2,80.0,-1.0
90.0,0.015625,-4.042198674546348E-15,90.0,0.0,0.0,0.3872076920754109,0.0,?,0.0,0.2,90.0,-1.0
100.0,0.015625,-4.042198674546348E-15,100.0,0.0,0.0,0.3841971189436786,0.0,?,0.0,0.2,100.0,-1.0
110.0,0.015625,-4.042198674546348E-15,110.0,0.0,0.0,0.3812440516505459,0.0,?,0.0,0.2,110.0,-1.0
120.0,0.015625,-4.042198674546348E-15,120.0,0.0,0.0,0.3785525317277353,0.0,?,0.0,0.2,120.0,-1.0
130.0,0.015625,-4.042198674546348E-15,130.0,0.0,0.0,0.3716921770830608,0.0,?,0.0,0.2,130.0,-1.0
140.0,0.015625,-4.042198674546348E-15,140.0,0.0,0.0,0.36944638905288685,0.0,?,0.0,0.2,140.0,-1.0
150.0,0.015625,-4.042198674546348E-15,150.0,0.0,0.0,0.37108104213697907,0.0,?,0.0,0.2,150.0,-1.0
160.0,0.015625,-4.042198674546348E-15,160.0,0.0,0.0,0.3655503771994273,0.0,?,0.0,0.2,160.0,-1.0
170.0,0.015625,-4.042198674546348E-15,170.0,0.0,0.0,0.3637868317811518,0.0,?,0.0,0.2,170.0,-1.0
180.0,0.015625,-4.042198674546348E-15,180.0,0.0,0.0,0.36859712299289155,0.0,?,0.0,0.2,180.0,-1.0
190.0,0.015625,-4.042198674546348E-15,190.0,0.0,0.0,0.3727252443027142,0.0,?,0.0,0.2,190.0,-1.0
200.0,0.015625,-4.042198674546348E-15,200.0,0.0,0.0,0.3714304595780146,0.0,?,0.0,0.2,200.0,-1.0
210.0,0.015625,-4.042198674546348E-15,210.0,0.0,0.0,0.3752607113539157,0.0,?,0.0,0.2,210.0,-1.0
220.0,0.015625,-4.042198674546348E-15,220.0,0.0,0.0,0.3716658535350997,0.0,?,0.0,0.2,220.0,-1.0
230.0,0.015625,-4.042198674546348E-15,230.0,0.0,0.0,0.3657725048290255,0.0,?,0.0,0.2,230.0,-1.0
240.0,0.015625,-4.042198674546348E-15,240.0,0.0,0.0,0.36471673820079925,0.0,?,0.0,0.2,240.0,-1.0
250.0,0.015625,-4.042198674546348E-15,250.0,0.0,0.0,0.3613780825252448,0.0,?,0.0,0.2,250.0,-1.0
260.0,0.015625,-4.042198674546348E-15,260.0,0.0,0.0,0.3581934324113683,0.0,?,0.0,0.2,260.0,-1.0
270.0,0.015625,-4.042198674546348E-15,270.0,0.0,0.0,0.35722144508436854,0.0,?,0.0,0.2,270.0,-1.0
280.0,0.015625,-4.042198674546348E-15,280.0,0.0,0.0,0.3562960580959057,0.0,?,0.0,0.2,280.0,-1.0
290.0,0.015625,-4.042198674546348E-15,290.0,0.0,0.0,0.353417485004496,0.0,?,0.0,0.2,290.0,-1.0
300.0,0.015625,-4.042198674546348E-15,300.0,0.0,0.0,0.3486551136699002,0.0,?,0.0,0.2,300.0,-1.0
310.0,0.015625,-4.042198674546348E-15,310.0,0.0,0.0,0.35164519044406956,0.0,?,0.0,0.2,310.0,-1.0
320.0,0.015625,-4.042198674546348E-15,320.0,0.0,0.0,0.350939114867966,0.0,?,0.0,0.2,320.0,-1.0
330.0,0.015625,-4.042198674546348E-15,330.0,0.0,0.0,0.34847068333183523,0.0,?,0.0,0.2,330.0,-1.0
340.0,0.015625,-4.042198674546348E-15,340.0,0.0,0.0,0.347810858829508,0.0,?,0.0,0.2,340.0,-1.0
350.0,0.015625,-4.042198674546348E-15,350.0,0.0,0.0,0.34549091545070665,0.0,?,0.0,0.2,350.0,-1.0
360.0,0.015625,-4.042198674546348E-15,360.0,0.0,0.0,0.34654030596104124,0.0,?,0.0,0.2,360.0,-1.0
370.0,0.015625,-4.042198674546348E-15,370.0,0.0,0.0,0.34758192167106616,0.0,?,0.0,0.2,370.0,-1.0
380.0,0.015625,-4.042198674546348E-15,380.0,0.0,0.0,0.34706030919301484,0.0,?,0.0,0.2,380.0,-1.0
390.0,0.015625,-4.042198674546348E-15,390.0,0.0,0.0,0.34803935847439554,0.0,?,0.0,0.2,390.0,-1.0
400.0,0.015625,-4.042198674546348E-15,400.0,0.0,0.0,0.3460693404259839,0.0,?,0.0,0.2,400.0,-1.0
410.0,0.015625,-4.042198674546348E-15,410.0,0.0,0.0,0.342693850516371,0.0,?,0.0,0.2,410.0,-1.0
420.0,0.015625,-4.042198674546348E-15,420.0,0.0,0.0,0.3408167750405696,0.0,?,0.0,0.2,420.0,-1.0
430.0,0.015625,-4.042198674546348E-15,430.0,0.0,0.0,0.34176626532604626,0.0,?,0.0,0.2,430.0,-1.0
440.0,0.015625,-4.042198674546348E-15,440.0,0.0,0.0,0.33996980470814664,0.0,?,0.0,0.2,440.0,-1.0
450.0,0.015625,-4.042198674546348E-15,450.0,0.0,0.0,0.33956697079668263,0.0,?,0.0,0.2,450.0,-1.0
460.0,0.015625,-4.042198674546348E-15,460.0,0.0,0.0,0.337852643010046,0.0,?,0.0,0.2,460.0,-1.0
470.0,0.015625,-4.042198674546348E-15,470.0,0.0,0.0,0.33487854436149617,0.0,?,0.0,0.2,470.0,-1.0
480.0,0.015625,-4.042198674546348E-15,480.0,0.0,0.0,0.3332405324350339,0.0,?,0.0,0.2,480.0,-1.0
490.0,0.015625,-4.042198674546348E-15,490.0,0.0,0.0,0.33035719934371677,0.0,?,0.0,0.2,490.0,-1.0
500.0,0.015625,-4.042198674546348E-15,500.0,0.0,0.0,0.3300276559544088,0.0,?,0.0,0.2,500.0,-1.0
510.0,0.015625,-4.042198674546348E-15,510.0,0.0,0.0,0.3297061623233424,0.0,?,0.0,0.2,510.0,-1.0
520.0,0.015625,-4.042198674546348E-15,520.0,0.0,0.0,0.33060501961631983,0.0,?,0.0,0.2,520.0,-1.0
530.0,0.015625,-4.042198674546348E-15,530.0,0.0,0.0,0.33031325115580346,0.0,?,0.0,0.2,530.0,-1.0
540.0,0.015625,-4.042198674546348E-15,540.0,0.0,0.0,0.33118820316298575,0.0,?,0.0,0.2,540.0,-1.0
550.0,0.015625,-4.042198674546348E-15,550.0,0.0,0.0,0.3298057626242524,0.0,?,0.0,0.2,550.0,-1.0
560.0,0.015625,-4.042198674546348E-15,560.0,0.0,0.0,0.32955855068808027,0.0,?,0.0,0.2,560.0,-1.0
570.0,0.015625,-4.042198674546348E-15,570.0,0.0,0.0,0.3314766401183738,0.0,?,0.0,0.2,570.0,-1.0
580.0,0.015625,-4.042198674546348E-15,580.0,0.0,0.0,0.33230726074620187,0.0,?,0.0,0.2,580.0,-1.0
590.0,0.015625,-4.042198674546348E-15,590.0,0.0,0.0,0.3331109507907999,0.0,?,0.0,0.2,590.0,-1.0
600.0,0.015625,-4.042198674546348E-15,600.0,0.0,0.0,0.3318857289790263,0.0,?,0.0,0.2,600.0,-1.0
610.0,0.015625,-4.042198674546348E-15,610.0,0.0,0.0,0.32967221458758006,0.0,?,0.0,0.2,610.0,-1.0
620.0,0.015625,-4.042198674546348E-15,620.0,0.0,0.0,0.32946995309608207,0.0,?,0.0,0.2,620.0,-1.0
630.0,0.015625,-4.042198674546348E-15,630.0,0.0,0.0,0.33218237024484987,0.0,?,0.0,0.2,630.0,-1.0
640.0,0.015625,-4.042198674546348E-15,640.0,0.0,0.0,0.33387586503741973,0.0,?,0.0,0.2,640.0,-1.0
650.0,0.015625,-4.042198674546348E-15,650.0,0.0,0.0,0.331842555663332,0.0,?,0.0,0.2,650.0,-1.0
660.0,0.015625,-4.042198674546348E-15,660.0,0.0,0.0,0.32982416436484463,0.0,?,0.0,0.2,660.0,-1.0
670.0,0.015625,-4.042198674546348E-15,670.0,0.0,0.0,0.329643264346433,0.0,?,0.0,0.2,670.0,-1.0
680.0,0.015625,-4.042198674546348E-15,680.0,0.0,0.0,0.32948142537015823,0.0,?,0.0,0.2,680.0,-1.0
690.0,0.015625,-4.042198674546348E-15,690.0,0.0,0.0,0.32931685498347585,0.0,?,0.0,0.2,690.0,-1.0
700.0,0.015625,-4.042198674546348E-15,700.0,0.0,0.0,0.3274098668212137,0.0,?,0.0,0.2,700.0,-1.0
710.0,0.015625,-4.042198674546348E-15,710.0,0.0,0.0,0.32638555924208906,0.0,?,0.0,0.2,710.0,-1.0
720.0,0.015625,-4.042198674546348E-15,720.0,0.0,0.0,0.32538114284434905,0.0,?,0.0,0.2,720.0,-1.0
730.0,0.015625,-4.042198674546348E-15,730.0,0.0,0.0,0.3260907637477083,0.0,?,0.0,0.2,730.0,-1.0
740.0,0.015625,-4.042198674546348E-15,740.0,0.0,0.0,0.3259561991542944,0.0,?,0.0,0.2,740.0,-1.0
750.0,0.015625,-4.042198674546348E-15,750.0,0.0,0.0,0.32582260873959884,0.0,?,0.0,0.2,750.0,-1.0
760.0,0.015625,-4.042198674546348E-15,760.0,0.0,0.0,0.3265068480755851,0.0,?,0.0,0.2,760.0,-1.0
770.0,0.015625,-4.042198674546348E-15,770.0,0.0,0.0,0.32637909748489413,0.0,?,0.0,0.2,770.0,-1.0
780.0,0.015625,-4.042198674546348E-15,780.0,0.0,0.0,0.32625819717403537,0.0,?,0.0,0.2,780.0,-1.0
790.0,0.015625,-4.042198674546348E-15,790.0,0.0,0.0,0.3261447964159261,0.0,?,0.0,0.2,790.0,-1.0
800.0,0.015625,-4.042198674546348E-15,800.0,0.0,0.0,0.32602889397553836,0.0,?,0.0,0.2,800.0,-1.0
810.0,0.015625,-4.042198674546348E-15,810.0,0.0,0.0,0.32591633415435745,0.0,?,0.0,0.2,810.0,-1.0
820.0,0.015625,-4.042198674546348E-15,820.0,0.0,0.0,0.32580606793919736,0.0,?,0.0,0.2,820.0,-1.0
830.0,0.015625,-4.042198674546348E-15,830.0,0.0,0.0,0.32936523508419785,0.0,?,0.0,0.2,830.0,-1.0
840.0,0.015625,-4.042198674546348E-15,840.0,0.0,0.0,0.32782662756016595,0.0,?,0.0,0.2,840.0,-1.0
850.0,0.015625,-4.042198674546348E-15,850.0,0.0,0.0,0.3277275852486178,0.0,?,0.0,0.2,850.0,-1.0
860.0,0.015625,-4.042198674546348E-15,860.0,0.0,0.0,0.32692673410458595,0.0,?,0.0,0.2,860.0,-1.0
870.0,0.015625,-4.042198674546348E-15,870.0,0.0,0.0,0.328229886049931,0.0,?,0.0,0.2,870.0,-1.0
880.0,0.015625,-4.042198674546348E-15,880.0,0.0,0.0,0.3308682763822861,0.0,?,0.0,0.2,880.0,-1.0
890.0,0.015625,-4.042198674546348E-15,890.0,0.0,0.0,0.3294372502547399,0.0,?,0.0,0.2,890.0,-1.0
900.0,0.015625,-4.042198674546348E-15,900.0,0.0,0.0,0.3306729508418608,0.0,?,0.0,0.2,900.0,-1.0
910.0,0.015625,-4.042198674546348E-15,910.0,0.0,0.0,0.32993228834883,0.0,?,0.0,0.2,910.0,-1.0
920.0,0.015625,-4.042198674546348E-15,920.0,0.0,0.0,0.32984620462599584,0.0,?,0.0,0.2,920.0,-1.0
930.0,0.015625,-4.042198674546348E-15,930.0,0.0,0.0,0.32911960334623414,0.0,?,0.0,0.2,930.0,-1.0
940.0,0.015625,-4.042198674546348E-15,940.0,0.0,0.0,0.3296754461358691,0.0,?,0.0,0.2,940.0,-1.0
950.0,0.015625,-4.042198674546348E-15,950.0,0.0,0.0,0.33022189687403747,0.0,?,0.0,0.2,950.0,-1.0
960.0,0.015625,-4.042198674546348E-15,960.0,0.0,0.0,0.3295220760429215,0.0,?,0.0,0.2,960.0,-1.0
970.0,0.015625,-4.042198674546348E-15,970.0,0.0,0.0,0.32944422167736387,0.0,?,0.0,0.2,970.0,-1.0
980.0,0.015625,-4.042198674546348E-15,980.0,0.0,0.0,0.3281453694917465,0.0,?,0.0,0.2,980.0,-1.0
990.0,0.015625,-4.042198674546348E-15,990.0,0.0,0.0,0.32806904921317814,0.0,?,0.0,0.2,990.0,-1.0
1000.0,0.015625,-4.042198674546348E-15,1000.0,0.0,0.0,0.32739158434891763,1.0,0.0,0.0,0.2,1000.0,-1.0
1010.0,0.015625,-4.042198674546348E-15,1010.0,0.0,0.0,0.3267219800252951,1.0,0.0,0.0,0.201,1010.0,-1.0
1020.0,0.015625,-4.042198674546348E-15,1020.0,0.0,0.0,0.32724566086944623,1.0,0.0,0.0,0.202,1020.0,-1.0
1030.0,0.015625,-4.042198674546348E-15,1030.0,0.0,0.0,0.3265899506149272,1.0,0.0,0.0,0.203,1030.0,-1.0
1040.0,0.015625,-4.042198674546348E-15,1040.0,0.0,0.0,0.32593944058627083,1.0,0.0,0.0,0.20400000000000001,1040.0,-1.0
1050.0,0.015625,-4.042198674546348E-15,1050.0,0.0,0.0,0.32644972534234806,1.0,0.0,0.0,0.20500000000000002,1050.0,-1.0
1060.0,0.015625,-4.042198674546348E-15,1060.0,0.0,0.0,0.3263806291988827,1.0,0.0,0.0,0.20600000000000002,1060.0,-1.0
1070.0,0.015625,-4.042198674546348E-15,1070.0,0.0,0.0,0.3251828342306703,1.0,0.0,0.0,0.20700000000000002,1070.0,-1.0
1080.0,0.015625,-4.042198674546348E-15,1080.0,0.0,0.0,0.32511757574018957,1.0,0.0,0.0,0.20800000000000002,1080.0,-1.0
1090.0,0.015625,-4.042198674546348E-15,1090.0,0.0,0.0,0.3250598244473327,1.0,0.0,0.0,0.20900000000000002,1090.0,-1.0
1100.0,0.015625,-4.042198674546348E-15,1100.0,0.0,0.0,0.32444846661641374,1.0,0.0,0.0,0.21000000000000002,1100.0,-1.0
1110.0,0.015625,-4.042198674546348E-15,1110.0,0.0,0.0,0.32383731748813627,1.0,0.0,0.0,0.21100000000000002,1110.0,-1.0
1120.0,0.015625,-4.042198674546348E-15,1120.0,0.0,0.0,0.32486984092113885,1.0,0.0,0.0,0.21200000000000002,1120.0,-1.0
1130.0,0.015625,-4.042198674546348E-15,1130.0,0.0,0.0,0.3253501495365675,1.0,0.0,0.0,0.21300000000000002,1130.0,-1.0
1140.0,0.015625,-4.042198674546348E-15,1140.0,0.0,0.0,0.32582612129080596,1.0,0.0,0.0,0.21400000000000002,1140.0,-1.0
1150.0,0.015625,-4.042198674546348E-15,1150.0,0.0,0.0,0.32629323250373665,1.0,0.0,0.0,0.21500000000000002,1150.0,-1.0
1160.0,0.015625,-4.042198674546348E-15,1160.0,0.0,0.0,0.3262410671354683,1.0,0.0,0.0,0.21600000000000003,1160.0,-1.0
1170.0,0.015625,-4.042198674546348E-15,1170.0,0.0,0.0,0.3256740284404341,1.0,0.0,0.0,0.21700000000000003,1170.0,-1.0
1180.0,0.015625,-4.042198674546348E-15,1180.0,0.0,0.0,0.3261341248547855,1.0,0.0,0.0,0.21800000000000003,1180.0,-1.0
1190.0,0.015625,-4.042198674546348E-15,1190.0,0.0,0.0,0.32557667609986335,1.0,0.0,0.0,0.219,1190.0,-1.0
1200.0,0.015625,-4.042198674546348E-15,1200.0,0.0,0.0,0.3260307577093017,1.0,0.0,0.0,0.22,1200.0,-1.0
1210.0,0.015625,-4.042198674546348E-15,1210.0,0.0,0.0,0.3259803648695944,1.0,0.0,0.0,0.221,1210.0,-1.0
1220.0,0.015625,-4.042198674546348E-15,1220.0,0.0,0.0,0.3254391427564077,1.0,0.0,0.0,0.222,1220.0,-1.0
1230.0,0.015625,-4.042198674546348E-15,1230.0,0.0,0.0,0.32588445634108554,1.0,0.0,0.0,0.223,1230.0,-1.0
1240.0,0.015625,-4.042198674546348E-15,1240.0,0.0,0.0,0.32583725960309723,1.0,0.0,0.0,0.224,1240.0,-1.0
